OBJECTID,PCPC_NUM,GLOBALID,NAME,P_DIST,ST_EXT,PT_ADD,ZIP,SURVEY_YEAR,GLA,GLA_2003,GLA_1995,COMM_COUNT,COMM_COUNT_2003,COMM_COUNT_1995,OCC_COUNT,VAC_COUNT,VAC_RATE,VAC_RATE_2003,VAC_RATE_1995,CORRIDOR_TYPE,PHYS_CHAR,AGE,STAGE,STAGE_2003,STAGE_1995,COND_PUB,COND_PRIV,STORE_MIX,COND_SUM,COND_SUM_2003,COND_SUM_1995,CRM_ORG,SS_DIST,CDC_TAX_CREDIT,E_ZONES,FY12_MGMT,FY12_MGMT_AMOUNT,FY13_MGMT,FY13_MGMT_AMOUNT,FY14_MGMT,FY14_MGMT_AMOUNT,FY15_MGMT,FY15_MGMT_AMOUNT,FY16_MGMT,FY16_MGMT_AMOUNTS,FY12_CLEANING,FY12_CLEANING_AMOUNT,FY13_CLEANING,FY13_CLEANING_AMOUNT,FY14_CLEANING,FY14_CLEANING_AMOUNT,FY15_CLEANING,FY15_CLEANING_AMOUNT,FY11_SIP,FY11_SIP_TOTAL,FY12_SIP,FY12_SIP_TOTAL,FY13_SIP,FY13_SIP_TOTAL,FY14_SIP,FY14_SIP_TOTAL,FY15_SIP,FY15_SIP_TOTAL,FY14_IS,FY14_IS_AMOUNT,FY15_IS,FY15_IS_AMOUNT,FY08_11_SBP_CITY,FY08_11_SBP_TOTAL,FY12_15_SBP_CITY,FY12_15_SBP_TOTAL,FY16_19_SBP_CITY,FY16_19_SBP_TOTAL,FY08_11_PD,FY12_15_PD,FY16_19_PD,Shape__Area,Shape__Length
186,224,dccea979-f045-4edc-8c28-18802ac13865,Germantown/Roumfort-Gorgas,Upper NW,Germantown/Roumfort-Gorgas,7133 Germantown Avenue,19119,2017,"150,000","100,000","120,000",65,72,65,60,5,7.70%,7.00%,9.00%,2,1,1890,1,4,1,1,2,1,4,6,6,Mt. Airy USA,Mt Airy BID,Mt. Airy USA,,,,,,,,,,,,Corridor Cleaning Program,,,,,,,,4,28904,1,12000,1,10000,1,12000,,,,,,,,,,,,,,,,313590.80078125,3965.67673228822
187,229,7d1f8dff-cb98-4a01-b231-d2497684b330,Pelham Plaza,Upper NW,Greene/Upsal-Hortter,6555 Greene Street,19119,2017,"32,000","32,000","20,000",8,9,6,8,0,0.00%,11.00%,0.00%,1,5,1980,1,1,1,2,1,1,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32116.80859375,977.949642869439
188,270,4f3aadc2-73f5-433d-a2da-3ecf2b472473,19th and Cheltenham,Upper North,Cheltenham/PittvilleGeorgian,1800 W. Cheltenham Avenue,19126,2016,"30,000","40,000","50,000",24,27,31,21,3,12.5%,,22.6%,1,5,1930,4,,3,4,3,3,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44981.390625,1182.7030619867
189,247,74225aad-7a62-4d85-bef0-2fe94bf60305,Duncannon and Mascher,Upper North,Mascher/DuncannonAshdale,5200 N. Front Street,19120,2016,"60,000","64,000","40,000",3,6,1,3,0,0.0%,0.0%,100.0%,2,2,1970,1,4,3,4,3,3,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95377.203125,1277.5935960076
190,275,91b228bc-9b8b-4fbd-be1b-543a5ed00fb7,Adams Run Shopping Center,Upper North,Front/LaveerGodfrey,6201 N. Front Street,19120,2016,"95,000","95,000",0,18,13,0,10,8,44.4%,38.4%,,2,3,1990,3,3,,2,2,4,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60845.30859375,981.117463608703
191,257,123f4c2d-73e6-4f10-9882-e26f46a2131f,Godfrey and Ogontz,Upper North,Ogontz/Godfrey-Church,6061 Ogontz Avenue,19141,2016,"25,000","25,000","25,000",37,32,27,25,12,32.4%,,33.3%,1,1,1920,1,,3,2,4,3,9,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46486.4609375,1084.97041682636
192,268,8500ee57-c9fa-401b-9298-68b22184d963,72nd and Ogontz,Upper North,Ogontz/Wooster71st,7175 Ogontz Avenue,19138,2016,"85,000","85,000","85,000",51,50,50,40,11,21.6%,,14.0%,2,5,1920,1,,4,1,2,3,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118372.44921875,1707.6452886871
193,266,6a3ba9d8-d2d9-4e09-8f06-dab71bbe94e1,Cheltenham & Ogontz,Upper North,Ogontz/CheltenhamWashington,7601 Ogontz Avenue,19150,2016,"185,000","185,000","120,000",98,95,66,86,12,12.2%,12.0%,13.6%,2,5,1930,1,1,1,1,2,2,5,8,7,OARC,,OARC,,,,,,,,,,,,Corridor Cleaning Program,50000,,,,,,,,,,,1,12000,1,4395,1,4825,,,,,1300000,2600000,,,,,,,,248850.3515625,3661.03840957868
194,272,fab75289-634e-404d-8e19-c27ca78186e8,68th and Ogontz,Upper North,Ogontz/Haines67th,6801 Ogontz Avenue,19126,2016,"30,000","30,000","30,000",24,25,25,17,7,29.2%,,24.0%,1,1,1920,1,,3,2,4,3,9,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63780.50390625,1238.62931437029
195,256,92162429-2130-419e-949d-eb7f3041fdf9,Ogontoz and Champlost,Upper North,Ogontz/RoselynNedro,5950 Ogontz Avenue,19141,2016,"25,000","25,000","25,000",26,27,27,18,8,30.8%,,33.0%,1,1,1920,3,,3,2,3,3,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26586.1875,818.711120033561
196,223,be341520-8008-4a35-b733-423daec8ab8b,Mount Pleasant/Cresheim-Emlen,Upper NW,Mount Pleasant/Cresheim-Emlen,301 West Mt Pleasant,19119,2017,"35,000","55,000","15,000",21,22,15,14,7,33.30%,0.00%,20.00%,1,5,1910,3,1,1,3,2,3,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71045.82421875,2004.77227276696
197,243,9d59eeb0-1b9c-4ffd-9e35-e257bc64dc26,5th and the Boulevard,North,5th/BoulevardWingohocking,4661 N. 5th Street,19140,2016,"135,000","134,000","70,000",64,77,60,47,17,26.6%,22.0%,31.7%,2,1,1900,1,3,3,3,2,3,8,10,9,Esperanza,,Nueva Esperanza,,TCMP,75000,TCMP,75000,TCMP,75000,TCMP,75000,TCMP,75000,Corridor Cleaning Program,44211,,,,,Corridor Cleaning Program,35000,1,6123,1,12000,1,7455,2,6377,1,12000,,,,,,,,,12500,25000,Esperanza Campus,,,211816.34765625,4899.85318434423
198,274,d11ecc2d-e0b7-4a75-9e0d-b53d92d20acb,5th and Cheltenham,Upper North,Cheltenham/Oak Lane-5th,6773 N. 5th Street,19126,2016,"45,000","35,000","25,000",29,24,19,28,1,3.4%,,0.0%,1,2,1950,1,,1,2,2,1,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38605.8515625,926.074432153364
199,277,623dd0cf-7a7c-4e3a-a58b-e6d5dd704307,One and Olney Square,Upper North,Front/NedroOlney,101 E. Olney Avenue,19120,2016,"380,000","380,000","380,000",53,34,37,51,2,3.8%,12.0%,13.5%,3,3,1980,1,1,1,1,1,2,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227610.875,2315.55792316337
200,253,abf0379a-60e0-4672-9273-4a95bc032e98,Broad and Olney,Upper North,Broad/ChamplostTabor,5701 N. Broad Street,19141,2016,"302,000","302,000","220,000",149,148,143,109,40,26.8%,13.0%,14.0%,3,1,1920,3,1,1,2,2,2,6,6,6,Office of Business  Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209358.54296875,2763.04524597248
201,255,8bc339b3-8add-47f5-80e3-423bece3f097,Broad and Stenton/Godfrey,Upper North,Broad/MedaryChamplost,6151 N. Broad Street,19141,2016,"83,000","83,000","60,000",36,32,23,31,5,13.9%,9.0%,4.3%,2,2,1940,1,4,4,2,2,2,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191363.140625,2413.59749179387
202,258,8927f298-9e44-44a3-8676-b13162959e90,Chelten Ave/Ogontz-Wister,Upper North,Chelten/Ogontz-Wister,2153 Chelten Avenue,19138,2016,"60,000","70,000","80,000",58,67,83,40,18,31.0%,,51.8%,1,1,1920,1,,3,3,4,3,10,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118556.87109375,2635.53644884351
203,374,6ac1ef00-6bf4-4594-8739-fe95eff0db44,Bustleton and Red Lion,Upper Far NE,CSXBustleton/ProctorNorwalk,9965 Bustleton Avenue,19116,2016,"250,000","186,000","70,000",42,42,32,41,1,2.4%,5.0%,3.1%,2,5,1970,1,2,3,1,1,1,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394502.546875,3645.63598486053
204,380,38ba4a87-76f3-45c0-89c4-7b139c294986,Leo Mall/Lumar Center & Vicinity,Upper Far NE,Bustleton/Woodhaven ROW Hendrix,11709 Bustleton Avenue,19116,2016,"213,000","251,000","215,000",31,34,47,28,3,9.7%,0.0%,19.2%,3,3,1960,1,1,3,1,1,2,4,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192077.9375,2035.33861526075
205,364,c3a4c904-b89d-4f29-8a65-430b6a60f653,Bustleton/Welsh/Grant and Vicinity,Upper Far NE,HoffBustleton/FulmerScotchbrook,1840 Grant Avenue,19115,2016,"210,000","218,000","140,000",104,110,86,95,9,8.7%,5.0%,9.3%,2,2,1940,1,1,2,3,2,2,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458604.1953125,4207.48761921349
206,352,f9b0ff14-59b8-42a8-8884-7d6ce180c21a,Parkwood Center,Lower Far NE,Academy/ByberryTorrey,12405 Academy Road,19154,2016,"90,000","76,000","65,000",28,24,26,22,6,21.4%,17.0%,0.0%,2,3,1960,1,3,1,1,1,2,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103844.23046875,1689.61422982493
207,354,d4598676-9e0f-4470-82ba-0d5fd17deb27,Grant-Academy Plaza & vicinity,Lower Far NE,Grant/AcademyLavender,3320 Grant Avenue,19114,2016,"150,000",,"80,000",35,,21,29,6,17.1%,,23.8,2,2,1960,4,,1,2,2,1,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179116.046875,2372.26892503794
208,363,22b3b3b3-f082-48db-8499-62970e1819f0,Grant and the Boulevard,Lower Far NE,Boulevard/BowlerMichener,2481 Grant Avenue,19114,2016,"1,107,000","211,000","155,000",63,34,27,61,2,3.2%,3.0%,7.4%,3,5,1960,2,2,1,1,1,2,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008122.87890625,5079.36450435465
209,357,5d6ce48d-ffb1-4837-a44f-c59979645f47,Holme Ave. and Willits Rd.,Lower Far NE,Willits/HolmeFairfield,3218 Willits Road,19136,2016,"102,000","108,000","75,000",41,42,37,32,9,22.0%,5.0%,13.5%,2,5,1960,3,1,1,3,4,3,10,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69954.76953125,1431.07923578943
210,358,257a5190-10ce-4a29-b6ae-fe2672b205a1,Holme Circle,Lower Far NE,Holme/JoeyStamford,2899 Holme Avenue,19152,2016,"56,000",,"30,000",36,,19,33,3,8.3%,,0.0%,1,2,1960,1,,1,2,3,2,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69540.55859375,1304.77875810138
211,378,497d01b0-b48f-4e9a-8914-3111f295c780,Philmont Shopping Center,Upper Far NE,Rennard/HendrixTomlinson,11000 Rennard Avenue,19116,2016,"52,000",,"40,000",16,,24,15,1,6.3%,,16.7%,1,3,1970,1,,2,2,2,4,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53646.30078125,1232.0548743168
212,366,510817e1-3803-46f0-b0fd-ca7e8d9b2e66,Krewstown Center,Upper Far NE,Krewstown/WelshBloomfield,9353 Krewstown Road,19115,2016,"223,000","307,000","130,000",45,52,48,32,13,28.9%,12.0%,10.4%,2,5,1960,3,1,1,3,2,2,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248699.2421875,2994.06154762241
213,382,3b2bf07d-e8af-4eac-8a98-446029aab18c,Philmont and Byberry,Upper Far NE,Byberry/BlakesleePhilmont,151 Byberry Road,19116,2016,"29,500",,"15,000",17,,16,12,5,29.4%,,6.3%,1,2,1980,3,,1,2,2,3,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25963.09375,782.721170347952
214,353,2568437d-8632-456a-9601-d2ea7ccc8488,Academy Plaza,Lower Far NE,Red Lion/CaleraAcademy,3221 Red Lion Road,19114,2016,"176,000","112,000","105,000",42,46,40,37,5,11.9%,7.0%,7.5%,2,3,1960,1,1,1,1,1,2,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109583.02734375,2108.12499770087
215,375,05306cd5-d616-428f-8f64-02b026284d3a,Red Lion & Verree,Upper Far NE,Red Lion/VerreeBridle,10000 Verree Road,19116,2016,"53,000",,"40,000",33,,39,28,5,15.2%,,7.7%,1,5,1950,1,,4,2,2,2,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58271.17578125,1121.2822647449
216,372,04c46cb4-38c5-4bb9-a1fa-4d9dcb553cdb,American Heritage Center,Upper Far NE,Red Lion/JamisonCSX,2040 Red Lion Road,19116,2016,"105,000",,"105,000",2,,1,2,0,0.0%,,0.0%,3,3,1980,1,,1,1,1,2,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73981.94140625,1181.72818635269
217,360,41108a45-4c6e-4707-8685-fa7c4d026554,Welsh and the Boulevard,Lower Far NE,MichenerTremont/Blue GrassBeyer,9101 E Roosevelt Boulvard,19114,2016,"541,000","588,000","425,000",116,111,109,100,16,13.8%,7.2%,11.0%,3,5,1950,4,1,1,3,2,2,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533774.14453125,4003.12155582276
218,194,605c9ea4-83e1-424a-a502-640cc9fdef6d,Kensington and Somerset,River Wards,Kensington/OrleansTusculum,2801 Kensignton Avenue,19134,2014,"100,000","124,000","110,000",72,82,78,46,26,36.10%,39.00%,35.90%,1,1,1900,3,1,3,4,4,4,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95430.41015625,1948.59015135894
219,342,0c8aa07d-11b8-4713-b2d1-ea709914835f,Frankford and Megargee,N Delaware,Frankford/ElliePennypack,8900 Frankford Ave,19136,2015,"250,000","356,000","230,000",56,55,51,51,5,8.90%,7.00%,5.90%,3,5,1950,1,1,1,2,2,2,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238857.41015625,2561.84104116741
220,344,db8e0831-27ae-471b-a4fc-d7f2ffe9557d,Frankford and Linden,N Delaware,Frankford/ArendellLinden ,9200 Frankford Ave,19114,2015,"75,000","76,000","75,000",24,25,30,20,4,16.70%,8.00%,3.30%,2,5,1950,1,1,1,2,2,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54040.68359375,1136.29980527351
221,346,1ac751c2-1618-40c0-9b45-3b8aafb7c80e,Del-Air Shopping Center,N Delaware,StateAMTRAK/ConventPearson,9440 State Road,19114,2015,"24,000","24,000","15,000",14,13,12,12,2,14.30%,8.00%,8.30%,1,3,1980,1,1,1,2,2,3,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56337.11328125,1287.32706681886
222,347,b9bc5aa9-72fc-4f14-9ce0-df13bc8fd87f,Morrell Plaza and Park Center,Lower Far NE,Frankford/PoquessingMorrell,9902 Frankford Ave,19114,2015,"130,000","171,000","115,000",42,40,36,35,7,16.70%,10.00%,8.30%,2,3,1960,4,1,1,2,1,1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175723.546875,2779.2848643986
223,59,88310ebe-7753-49d2-af1c-c6035be2b270,International Airport,Lower SW,Terminals AF,8500 Essington Avenue,19153,2015,"183,000",,"100,000",180,,140,180,0,0.00%,,,6,4,1990,4,,4,1,1,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984611.8515625,6660.66837040895
224,53,a2160ce5-f52e-40c5-91fc-5f6b301167a6,Broad and South,Central,12th16th/SpruceCatharine,601 S. Broad Street,19146,2012,"230,000","104,900","46,000",160,73,76,121,39,24.40%,28.80%,42.00%,2,5,1910,4,4,4,2,2,2,6,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716203.42578125,3393.5417065367
225,114,901dd0df-6e5f-4910-9164-6abc8a01400a,60th and Girard,West,59th61st/ThompsonCallowhill,"6000 Haverford Avenue
",19151,2017,"40,000","53,000","45,000",40,37,39,28,12,"30.0%
",22.0%,74.4%,1,1,1910,1,3,3,3,4,4,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77655.86328125,1773.43103033969
226,177,86bde59a-5123-4085-8ae1-2fb8493d7985,Broad and Allegheny,North,Broad/RisingSunToronto,3137 N. Broad Street,19132,2016,"45,000",,,26,,,25,1,3.8%,,,1,5,2000,4,,,2,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78177.234375,1702.72984286772
227,186,01cdd0e6-6afe-4e0c-bfa0-330974431050,5th and Allegheny,North,Allegheny/2nd5th,300 W Allegheny Avenue,19133,2016,"35,000",,,17,,,16,1,5.9%,,,1,5,1940,4,,,3,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185437.55859375,2612.5961354982
228,184,8b3c57a6-c11d-45a4-9bf7-fe72543b45dc,C and Allegheny,North,Lehigh/DtoB,338 E Allegheny,19134,2016,"45,000",,,17,,,16,1,5.9%,,,1,5,1910,4,,,2,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70592.14453125,1381.1436864016
229,233,0daf6cad-d154-4652-9c2c-2c9cf55f7556,Falls Center/EPPI,Lower NW,Henry/RobertsIndian Queen,3300 Henry Avenue,19129,2014,"10,000",,,,,,,,,,,6,4,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110013.32421875,1324.57106203968
230,112,2dbe8503-ce1f-4465-a631-1b6d2b790569,65006800 Haverford Ave,West Park,Haverford/65th68th,6601 Haverford Avenue,19151,2017,"125,000","155,000","88,000",35,55,33,29,6,"17.1%
",16.4%,9.10%,2,5,1910,1,1,1,3,2,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147909.453125,2095.49129107993
231,108,0d5fd175-69ce-41fc-af25-e0bab0d55925,Overbrook Station,West Park,63rd/CityAveSherwood,"2125 North 63rd Street
",19082,2017,"20,000","20,000","20,000",12,,,11,1,"8.3%
",,,1,1,1920,1,,,2,2,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53410.2265625,1020.45731045203
232,239,c3b6a083-5abb-449a-998d-34f33d298210,Chew and Phil Ellena,Upper NW,Chew/Slocum-Sharpnack,6701 Chew Avenue,19119,2017,"22,000","10,000","10,000",19,,,16,3,15.80%,,,1,1,1920,4,,,3,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83706.2109375,1418.57403928244
233,236,62569d03-f346-4178-9006-828af7baa9dd,The Shoppes at LaSalle,Upper NW,Chew/20th-Church Lane,5305 Chew Avenue,19138,2017,"65,000",0,0,11,,,9,2,18.20%,,,2,3,2000,1,,,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68979.2890625,1145.06462270812
234,279,e7bb0119-06f6-493b-bc44-1363455245b6,Rising Sun Avenue/Olney,Upper North,Rising Sun/OlneyAshdale,5301 Rising Sun Avenue,19120,2016,"90,000","92,000","40,000",26,36,27,22,4,15.4%,6.0%,22.2%,2,5,1950,1,1,1,3,3,2,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120534.234375,2724.35384647397
235,244,05fd1814-2886-4447-858c-0cc05b2491fb,Rising Sun and Wyoming,North,Rising Sun/BoulevardLuray,4701 Rising Sun Avenue,19120,2016,"130,000","111,000","90,000",78,78,78,70,8,10.3%,,32.1%,2,5,1920,1,,3,3,2,2,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131280.44921875,2136.60093142164
236,262,5cfd67a1-bffb-443c-804c-ff3e363481c0,Stenton and Mt. Airy,Upper North,Stenton/Sedgwick-Allens,8235 Stenton Avenue,19150,2016,"45,000","42,000","42,000",30,28,27,25,5,16.7%,,0.0%,1,5,1950,3,,1,2,2,2,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86780.56640625,1636.62576990427
237,260,ef11d297-6181-4f6e-bad6-fe26a4db06a1,Stenton and Washington Lane,Upper North,Stenton/Mansfield-Barringer,7201 Stenton Avenue,19138,2016,"160,000","186,000","140,000",68,66,63,60,8,11.8%,7.6%,1.6%,2,5,1950,1,1,1,2,1,2,5,7,6,OARC,,OARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531000,2531000,,,,,,181278.94921875,2617.85786933834
238,264,95e38229-afc0-48aa-b8ba-fa437df11991,Vernon Road,Upper North,Vernon/MichenerFayette,1431 Vernon Road,19150,2016,"20,000","20,000","20,000",17,16,14,13,4,23.5%,,42.9%,1,1,1940,4,,3,3,3,3,9,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17319.5078125,566.714421399856
239,263,53c8bd0a-7021-41d4-9b60-35d9c480bdb4,Wadsworth Avenue,Upper North,Wadsworth/CheltenhamMichener,1600 Wadsworth Avenue,19150,2016,"165,000","167,000","130,000",79,81,77,69,10,12.7%,6.0%,5.2%,2,5,1950,1,1,1,2,1,1,4,7,4,OARC,,OARC,,,,,,,,,,,,,,,,,,,,,,1,6260,,,,,,,,,,,75000,75000,,,,,,,,100556.1875,1736.04758971075
240,245,12cf55bc-9164-4e67-852a-94bda2e52580,D and Wyoming,North,Wyoming/D to C,461 E. Wyoming Avenue,19120,2016,"45,000","45,000","40,000",44,42,40,38,6,13.6%,,27.5%,1,1,1910,1,,3,4,3,2,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82198.67578125,1781.23426262942
241,172,d06efcf0-f595-4a56-b28f-b091d1d4c71b,20th and Hunting Park,North,HuntingParkAve/18thWissahickon,2001 W Hunting Park Ave,19140,2016,"60,000","52,800","30,000",35,6,5,29,6,17.1%,33.0%,0.0%,1,5,1960,4,3,,3,4,3,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303130.65625,3420.72741786586
242,174,0185614e-d04e-4022-a567-7f872f3ebe6c,Broad and Hunting Park,North,Broad/BelfieldKerbaugh,4322 N. Broad Street,19140,2016,"175,000","205,000","50,000",50,67,24,36,14,28.0%,19.0%,12.5%,2,5,1920,1,4,1,3,3,2,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347931.6640625,3308.04186218324
243,196,5defc307-944f-4279-b995-5a56ed451e51,Frankford and Allegheny ,River Wards,Frankford/WestmorelandOrleans,3141 Frankford Avenue,19134,2014,"80,000","175,000","85,000",49,81,69,36,13,26.50%,29.60%,46.40%,1,1,1910,3,1,3,3,4,3,10,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85594.1640625,2324.39260756003
244,197,33f9e67f-fab6-4086-ab24-f1a38261b618,Kensington and Allegheny,River Wards,Kensington/OntarioOrleans,861 E. Allegheny Avenue,19134,2014,"300,000","400,000","260,000",205,268,196,159,46,22.40%,28.40%,25.00%,3,1,1910,3,3,3,3,3,3,9,8,9,Impact CDC,,Impact CDC,,TCMP,75000,TCMP,75000,TCMP,75000,TCMP,75000,TCMP,75000,,,Corridor Cleaning Program,40000,Corridor Cleaning Program,50000,Corridor Cleaning Program,40000,2,20000,1,7609,1,10645,,,,,,,,,211900,211900,,,,1333333,,,,205342.765625,3978.83246217464
245,330,22caffb9-df40-4f03-a37d-098b231eb87b,Frankford Ave - Mayfair,N Delaware,Frankford/LansingTyson,7301 Frankford Avenue,19136,2015,"350,000","446,000","320,000",219,207,217,196,23,10.50%,8.00%,9.70%,3,5,1930,1,1,1,2,2,2,6,5,6,Mayfair CDC,Mayfair BID,Mayfair CDC,,,,,,,,,,,,,,,,,,,,,,1,3597,1,3453,,,2,12458,,,,,380115,1505115,,,,,,,,210790.703125,4875.55392697849
246,341,3df1ef7a-4074-4eb6-b300-ef2724797b1b,Torresdale Ave - Holmesburg,N Delaware,Torresdale/AshburnerTolbut,8601 Torresdale Ave,19136,2015,"50,000","143,000","130,000",7,5,6,7,0,0.00%,60.00%,50.00%,1,2,1970,3,3,1,3,3,4,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95299.90234375,3074.97871102137
247,331,1c7d70d3-fd8f-4095-a589-e143a08ad9a8,Frankford Ave - Holmesburg,N Delaware,Frankford/SollyLansing,8000 Frankford Avenue,19136,2015,"120,000",,"130,000",82,,82,75,7,8.50%,,15.80%,2,5,1910,1,,3,2,2,2,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117034.3828125,2967.65366324846
248,340,55761afe-ef50-4081-8b44-41e16c325b7e,Holmesburg Shopping Center,N Delaware,8400 Frankford Avenue,8445 Frankford Ave,19136,2015,"70,000","64,000","35,000",19,18,13,17,2,10.50%,11.00%,15.40%,2,3,1950,1,4,1,2,2,2,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58110.07421875,1586.97086484478
249,178,aa1fd03f-203f-4bd6-98cf-bfeac54e6a32,"5th, Erie, and Rising Sun",North,PikeErie/5th8th,3739 N. 6th Street,19140,2016,"65,000",,,51,,,48,3,5.9%,,,1,1,1920,1,,,3,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174021.60546875,1875.99677354998
